flight_id,airline,flight_number,departure_airport_iata,departure_airport_city,arrival_airport_iata,arrival_airport_city,scheduled_departure,departure_delay_minutes,scheduled_arrival,arrival_delay_minutes
78128,B6,415,JFK,New York,SFO,San Francisco,2024-02-18 16:43:00,0,2024-02-18 20:00:00,0
78129,OO,6221,MCI,Kansas City,SFO,San Francisco,2024-02-18 16:47:00,0,2024-02-18 18:34:00,0
78130,AS,387,SFO,San Francisco,PDX,Portland,2024-02-18 16:56:00,300,2024-02-18 18:27:00,254
78131,CY,592,SFO,San Francisco,PSP,Palm Springs,2024-02-18 16:50:00,41,2024-02-18 18:07:00,28
78132,B6,1436,LGB,Long Beach,SFO,San Francisco,2024-02-18 17:03:00,0,2024-02-18 18:15:00,0
78133,CY,755,SEA,Seattle,SFO,San Francisco,2024-02-18 17:02:00,0,2024-02-18 19:11:00,0
78134,CY,963,SAN,San Diego,SFO,San Francisco,2024-02-18 17:18:00,0,2024-02-18 18:41:00,0
78135,CY,919,LAS,Las Vegas,SFO,San Francisco,2024-02-18 17:18:00,0,2024-02-18 18:39:00,0
78136,OO,6441,SLC,Salt Lake City,SFO,San Francisco,2024-02-18 18:28:00,0,2024-02-18 19:27:00,0
78137,UA,503,BOS,Boston,SFO,San Francisco,2024-02-18 17:22:00,0,2024-02-18 20:37:00,0
78138,UA,569,SFO,San Francisco,MSY,New Orleans,2024-02-18 17:24:00,0,2024-02-18 23:08:00,0
78139,OO,5503,MRY,Monterey,SFO,San Francisco,2024-02-18 17:30:00,0,2024-02-18 18:03:00,0
78140,OO,6326,SFO,San Francisco,FAT,Fresno,2024-02-18 17:34:00,0,2024-02-18 18:30:00,0
78141,UA,580,PHX,Phoenix,SFO,San Francisco,2024-02-18 17:45:00,0,2024-02-18 18:32:00,0
78142,OO,6509,SFO,San Francisco,SLC,Salt Lake City,2024-02-18 17:59:00,0,2024-02-18 20:48:00,0
78143,UA,529,SNA,Santa Ana,SFO,San Francisco,2024-02-18 17:54:00,38,2024-02-18 19:15:00,0
78144,UA,1523,SEA,Seattle,SFO,San Francisco,2024-02-18 18:07:00,0,2024-02-18 20:06:00,0
78145,AA,209,SFO,San Francisco,LAX,Los Angeles,2024-02-18 18:28:00,0,2024-02-18 19:40:00,0
78146,OO,5600,BUR,Burbank,SFO,San Francisco,2024-02-18 18:18:00,0,2024-02-18 19:43:00,0
78147,OO,6287,SBA,Santa Barbara,SFO,San Francisco,2024-02-18 18:21:00,0,2024-02-18 19:31:00,0
78148,CY,357,BOS,Boston,SFO,San Francisco,2024-02-18 18:59:00,0,2024-02-18 22:46:00,0
78149,UA,1488,IAH,Houston,SFO,San Francisco,2024-02-18 19:09:00,0,2024-02-18 21:22:00,0
78150,OO,5317,SFO,San Francisco,CEC,Crescent City,2024-02-18 18:51:00,0,2024-02-18 20:22:00,0
78151,CY,593,PSP,Palm Springs,SFO,San Francisco,2024-02-18 19:07:00,0,2024-02-18 20:23:00,0
78152,WN,2851,SFO,San Francisco,SNA,Santa Ana,2024-02-18 19:05:00,0,2024-02-18 20:20:00,0
78153,OO,5303,SFO,San Francisco,ONT,Ontario,2024-02-18 20:37:00,497,2024-02-18 21:52:00,494
78154,DL,241,ATL,Atlanta,SFO,San Francisco,2024-02-18 19:34:00,0,2024-02-18 21:53:00,0
78155,F9,664,SFO,San Francisco,DEN,Denver,2024-02-18 19:13:00,0,2024-02-18 22:32:00,0
78156,OO,5199,SLC,Salt Lake City,SFO,San Francisco,2024-02-18 19:28:00,0,2024-02-18 20:32:00,0
78157,WN,2240,LAS,Las Vegas,SFO,San Francisco,2024-02-18 19:29:00,0,2024-02-18 20:48:00,0
78158,OO,5625,SFO,San Francisco,BFL,Bakersfield,2024-02-18 19:41:00,0,2024-02-18 21:02:00,0
78159,AS,341,SFO,San Francisco,SEA,Seattle,2024-02-18 19:27:00,0,2024-02-18 21:25:00,0
78160,UA,647,IAD,Washington,SFO,San Francisco,2024-02-18 19:26:00,0,2024-02-18 22:14:00,0
78161,UA,1592,SAN,San Diego,SFO,San Francisco,2024-02-18 19:53:00,0,2024-02-18 21:20:00,0
78162,OO,5414,SFO,San Francisco,RDM,Redmond-Bend,2024-02-18 20:13:00,0,2024-02-18 21:37:00,0
78163,UA,1416,ORD,Chicago,SFO,San Francisco,2024-02-18 20:45:00,0,2024-02-18 23:24:00,0
78164,AS,379,SFO,San Francisco,PDX,Portland,2024-02-18 20:24:00,0,2024-02-18 21:59:00,0
78165,WN,4012,SFO,San Francisco,SNA,Santa Ana,2024-02-18 20:26:00,0,2024-02-18 21:42:00,0
78166,WN,602,SNA,Santa Ana,SFO,San Francisco,2024-02-18 20:34:00,0,2024-02-18 21:48:00,0
78167,OO,5402,SMF,Sacramento,SFO,San Francisco,2024-02-18 20:37:00,0,2024-02-18 21:25:00,0
78168,OO,5421,SBP,San Luis Obispo,SFO,San Francisco,2024-02-18 21:13:00,0,2024-02-18 22:20:00,0
78169,AA,2465,LAX,Los Angeles,SFO,San Francisco,2024-02-18 20:36:00,36,2024-02-18 21:45:00,8
78170,CY,748,SFO,San Francisco,SEA,Seattle,2024-02-18 20:37:00,0,2024-02-18 22:24:00,0
78171,CY,948,SFO,San Francisco,LAX,Los Angeles,2024-02-18 20:50:00,0,2024-02-18 22:10:00,0
78172,UA,704,SFO,San Francisco,JFK,New York,2024-02-18 20:51:00,0,2024-02-19 05:02:00,0
78173,UA,1437,SFO,San Francisco,PHX,Phoenix,2024-02-18 21:11:00,0,2024-02-18 23:55:00,0
78174,WN,2329,SFO,San Francisco,LAS,Las Vegas,2024-02-18 21:24:00,0,2024-02-18 22:39:00,0
78175,DL,2209,MSP,Minneapolis,SFO,San Francisco,2024-02-18 22:09:00,0,2024-02-18 23:51:00,0
78176,WN,1182,LAS,Las Vegas,SFO,San Francisco,2024-02-18 21:48:00,0,2024-02-18 23:09:00,0
78177,US,434,SFO,San Francisco,PHL,Philadelphia,2024-02-18 21:56:00,0,2024-02-19 05:53:00,0
78178,UA,498,SFO,San Francisco,SAN,San Diego,2024-02-18 22:45:00,447,2024-02-19 00:19:00,441
78179,UA,1523,SFO,San Francisco,PHL,Philadelphia,2024-02-18 22:30:00,0,2024-02-19 06:33:00,0
78180,OO,5266,SFO,San Francisco,LAS,Las Vegas,2024-02-18 22:29:00,5,2024-02-19 00:01:00,0
78181,OO,6268,SFO,San Francisco,FAT,Fresno,2024-02-18 22:23:00,0,2024-02-18 23:47:00,0
78182,UA,263,LAX,Los Angeles,SFO,San Francisco,2024-02-18 22:44:00,0,2024-02-18 23:52:00,0
78183,UA,1230,SFO,San Francisco,EWR,Newark,2024-02-18 22:38:00,0,2024-02-19 06:55:00,0
78184,UA,633,SFO,San Francisco,IAD,Washington,2024-02-18 23:10:00,25,2024-02-19 06:51:00,0
78185,UA,1056,SFO,San Francisco,ORD,Chicago,2024-02-18 23:07:00,0,2024-02-19 04:55:00,0
78186,CY,34,SFO,San Francisco,JFK,New York,2024-02-18 23:10:00,0,2024-02-19 07:45:00,0
78187,AA,1522,SFO,San Francisco,ORD,Chicago,2024-02-18 23:28:00,0,2024-02-19 05:23:00,0
78188,OO,5435,PSC,Pasco,SFO,San Francisco,2024-02-19 05:31:00,136,2024-02-19 07:38:00,107
78189,OO,5467,ONT,Ontario,SFO,San Francisco,2024-02-19 05:25:00,0,2024-02-19 06:47:00,0
78190,WN,4391,SFO,San Francisco,DEN,Denver,2024-02-19 05:55:00,0,2024-02-19 09:07:00,0
78191,F9,1056,SFO,San Francisco,IAH,Houston,2024-02-19 05:45:00,0,2024-02-19 11:04:00,0
78192,UA,464,LAX,Los Angeles,SFO,San Francisco,2024-02-19 05:55:00,0,2024-02-19 07:17:00,0
78193,UA,641,SFO,San Francisco,LAX,Los Angeles,2024-02-19 05:51:00,0,2024-02-19 07:22:00,0
78194,UA,1608,SFO,San Francisco,SAN,San Diego,2024-02-19 05:57:00,0,2024-02-19 07:38:00,0
78195,UA,1699,BOS,Boston,SFO,San Francisco,2024-02-19 05:54:00,0,2024-02-19 10:01:00,0
78196,UA,1703,ORD,Chicago,SFO,San Francisco,2024-02-19 06:09:00,0,2024-02-19 09:03:00,0
78197,UA,1725,DEN,Denver,SFO,San Francisco,2024-02-19 05:54:00,26,2024-02-19 07:31:00,26
78198,UA,345,SFO,San Francisco,IAH,Houston,2024-02-19 06:00:00,0,2024-02-19 11:24:00,0
78199,UA,1251,SFO,San Francisco,SEA,Seattle,2024-02-19 06:24:00,49,2024-02-19 08:18:00,24
78200,UA,1679,PHX,Phoenix,SFO,San Francisco,2024-02-19 06:24:00,0,2024-02-19 07:22:00,0
78201,OO,5629,PSP,Palm Springs,SFO,San Francisco,2024-02-19 06:33:00,0,2024-02-19 08:07:00,0
78202,OO,6502,SNA,Santa Ana,SFO,San Francisco,2024-02-19 06:38:00,0,2024-02-19 08:25:00,0
78203,UA,1161,RDU,Raleigh-durham,SFO,San Francisco,2024-02-19 06:55:00,0,2024-02-19 10:09:00,0
78204,OO,6382,SFO,San Francisco,BOI,Boise,2024-02-19 06:44:00,0,2024-02-19 09:23:00,0
78205,AS,311,PSP,Palm Springs,SFO,San Francisco,2024-02-19 07:14:00,0,2024-02-19 08:33:00,0
78206,CY,925,LAX,Los Angeles,SFO,San Francisco,2024-02-19 06:58:00,46,2024-02-19 08:05:00,30
78207,OO,5612,SLC,Salt Lake City,SFO,San Francisco,2024-02-19 06:58:00,0,2024-02-19 08:09:00,0
78208,CY,950,SFO,San Francisco,SAN,San Diego,2024-02-19 07:17:00,0,2024-02-19 08:39:00,0
78209,AA,167,MIA,Miami,SFO,San Francisco,2024-02-19 07:27:00,0,2024-02-19 11:14:00,0
78210,UA,478,SFO,San Francisco,LAX,Los Angeles,2024-02-19 07:29:00,0,2024-02-19 09:01:00,0
78211,DL,1106,SFO,San Francisco,MSP,Minneapolis,2024-02-19 07:38:00,0,2024-02-19 12:53:00,0
78212,CY,713,DAL,Dallas,SFO,San Francisco,2024-02-19 07:48:00,0,2024-02-19 09:37:00,0
78213,B6,434,SFO,San Francisco,BOS,Boston,2024-02-19 07:57:00,0,2024-02-19 16:23:00,0
78214,CY,740,SFO,San Francisco,SEA,Seattle,2024-02-19 07:53:00,0,2024-02-19 09:48:00,0
78215,OO,6289,SFO,San Francisco,MMH,Mammoth Lakes,2024-02-19 07:54:00,94,2024-02-19 08:56:00,50
78216,UA,12,BOS,Boston,SFO,San Francisco,2024-02-19 08:08:00,0,2024-02-19 12:08:00,0
78217,UA,768,SFO,San Francisco,BOS,Boston,2024-02-19 07:57:00,0,2024-02-19 16:37:00,0
78218,UA,1732,SAN,San Diego,SFO,San Francisco,2024-02-19 08:54:00,0,2024-02-19 10:32:00,0
78219,CY,334,SFO,San Francisco,LAX,Los Angeles,2024-02-19 08:06:00,0,2024-02-19 09:44:00,0
78220,DL,2049,ATL,Atlanta,SFO,San Francisco,2024-02-19 08:07:00,0,2024-02-19 10:29:00,0
78221,UA,217,IAD,Washington,SFO,San Francisco,2024-02-19 08:11:00,0,2024-02-19 11:28:00,0
78222,US,718,SFO,San Francisco,PHL,Philadelphia,2024-02-19 08:20:00,1,2024-02-19 16:41:00,0
78223,UA,479,SFO,San Francisco,LAX,Los Angeles,2024-02-19 08:24:00,0,2024-02-19 09:55:00,0
78224,UA,1748,EWR,Newark,SFO,San Francisco,2024-02-19 08:29:00,0,2024-02-19 12:00:00,0
78225,CY,345,FLL,Fort Lauderdale,SFO,San Francisco,2024-02-19 08:32:00,0,2024-02-19 12:08:00,0
78226,WN,1023,MDW,Chicago,SFO,San Francisco,2024-02-19 08:44:00,0,2024-02-19 11:39:00,0
78227,UA,898,SFO,San Francisco,JFK,New York,2024-02-19 08:43:00,0,2024-02-19 17:06:00,0
78228,AA,164,SFO,San Francisco,JFK,New York,2024-02-19 09:14:00,0,2024-02-19 17:32:00,0
78229,US,403,PHX,Phoenix,SFO,San Francisco,2024-02-19 08:38:00,0,2024-02-19 09:42:00,0
78230,OO,5574,FAT,Fresno,SFO,San Francisco,2024-02-19 12:26:00,0,2024-02-19 13:11:00,0
78231,UA,1675,IAD,Washington,SFO,San Francisco,2024-02-19 09:03:00,0,2024-02-19 12:01:00,0
78232,DL,469,JFK,New York,SFO,San Francisco,2024-02-19 08:58:00,0,2024-02-19 12:36:00,0
78233,OO,6396,BOI,Boise,SFO,San Francisco,2024-02-19 09:08:00,0,2024-02-19 10:12:00,0
78234,UA,395,PDX,Portland,SFO,San Francisco,2024-02-19 09:24:00,0,2024-02-19 11:27:00,0
78235,UA,663,SFO,San Francisco,HNL,Honolulu,2024-02-19 09:39:00,0,2024-02-19 13:16:00,0
78236,OO,5640,SFO,San Francisco,SBA,Santa Barbara,2024-02-19 10:03:00,0,2024-02-19 11:06:00,0
78237,CY,935,LAX,Los Angeles,SFO,San Francisco,2024-02-19 10:36:00,0,2024-02-19 12:01:00,0
78238,UA,390,SFO,San Francisco,SEA,Seattle,2024-02-19 09:56:00,0,2024-02-19 11:59:00,0
78239,UA,1710,SFO,San Francisco,LAS,Las Vegas,2024-02-19 09:22:00,33,2024-02-19 10:57:00,0
78240,CY,953,SAN,San Diego,SFO,San Francisco,2024-02-19 10:37:00,0,2024-02-19 12:08:00,0
78241,AA,1424,SFO,San Francisco,DFW,Dallas-Fort Worth,2024-02-19 09:22:00,0,2024-02-19 14:42:00,0
78242,US,461,CLT,Charlotte,SFO,San Francisco,2024-02-19 09:27:00,0,2024-02-19 12:29:00,0
78243,CY,84,SFO,San Francisco,IAD,Washington,2024-02-19 09:31:00,0,2024-02-19 17:28:00,0
78244,UA,1493,SEA,Seattle,SFO,San Francisco,2024-02-19 11:27:00,0,2024-02-19 14:05:00,0
78245,OO,5200,MMH,Mammoth Lakes,SFO,San Francisco,2024-02-19 10:13:00,0,2024-02-19 11:34:00,0
78246,UA,1424,SFO,San Francisco,ATL,Atlanta,2024-02-19 09:56:00,0,2024-02-19 17:07:00,0
78247,OO,5307,SFO,San Francisco,ONT,Ontario,2024-02-19 09:40:00,0,2024-02-19 10:59:00,0
78248,WN,2152,LAX,Los Angeles,SFO,San Francisco,2024-02-19 10:07:00,0,2024-02-19 11:40:00,0
78249,OO,6234,ABQ,Albuquerque,SFO,San Francisco,2024-02-19 13:18:00,0,2024-02-19 14:51:00,0
78250,F9,1054,SFO,San Francisco,PHX,Phoenix,2024-02-19 10:59:00,0,2024-02-19 13:49:00,0
78251,UA,268,DEN,Denver,SFO,San Francisco,2024-02-19 11:14:00,0,2024-02-19 13:01:00,0
78252,AA,2378,LAX,Los Angeles,SFO,San Francisco,2024-02-19 10:26:00,0,2024-02-19 12:06:00,0
78253,UA,1723,BOS,Boston,SFO,San Francisco,2024-02-19 10:39:00,0,2024-02-19 14:22:00,0
78254,OO,6416,SFO,San Francisco,ABQ,Albuquerque,2024-02-19 10:40:00,0,2024-02-19 13:49:00,0
78255,OO,6407,SFO,San Francisco,MSP,Minneapolis,2024-02-19 10:58:00,0,2024-02-19 16:33:00,0
78256,UA,499,ORD,Chicago,SFO,San Francisco,2024-02-19 11:49:00,0,2024-02-19 14:24:00,0
78257,OO,5543,BOI,Boise,SFO,San Francisco,2024-02-19 11:34:00,0,2024-02-19 12:29:00,0
78258,UA,1568,SFO,San Francisco,FLL,Fort Lauderdale,2024-02-19 11:21:00,0,2024-02-19 19:12:00,0
78259,UA,174,SFO,San Francisco,AUS,Austin,2024-02-19 10:51:00,11,2024-02-19 15:58:00,0
78260,US,403,SFO,San Francisco,PHL,Philadelphia,2024-02-19 10:51:00,42,2024-02-19 18:47:00,15
78261,UA,1722,SFO,San Francisco,IAH,Houston,2024-02-19 11:00:00,0,2024-02-19 16:27:00,0
78262,OO,6336,RNO,Reno,SFO,San Francisco,2024-02-19 14:08:00,0,2024-02-19 15:10:00,0
78263,OO,5613,SFO,San Francisco,BFL,Bakersfield,2024-02-19 12:15:00,0,2024-02-19 13:32:00,0
78264,OO,6267,SFO,San Francisco,DFW,Dallas-Fort Worth,2024-02-19 11:19:00,0,2024-02-19 16:51:00,0
78265,UA,1059,DEN,Denver,SFO,San Francisco,2024-02-19 12:14:00,0,2024-02-19 14:11:00,0
78266,UA,1456,IAH,Houston,SFO,San Francisco,2024-02-19 12:39:00,0,2024-02-19 15:18:00,0
78267,DL,1914,SFO,San Francisco,DTW,Detroit,2024-02-19 11:29:00,0,2024-02-19 18:57:00,0
78268,CY,714,SFO,San Francisco,DAL,Dallas,2024-02-19 12:48:00,0,2024-02-19 17:56:00,0
78269,WN,999,SAN,San Diego,SFO,San Francisco,2024-02-19 14:35:00,53,2024-02-19 16:09:00,15
78270,OO,5200,SFO,San Francisco,PSP,Palm Springs,2024-02-19 12:26:00,0,2024-02-19 14:01:00,0
78271,AA,2293,SFO,San Francisco,DFW,Dallas-Fort Worth,2024-02-19 12:27:00,0,2024-02-19 17:29:00,0
78272,B6,416,SFO,San Francisco,JFK,New York,2024-02-19 11:58:00,0,2024-02-19 20:10:00,0
78273,OO,5323,SFO,San Francisco,CEC,Crescent City,2024-02-19 13:46:00,0,2024-02-19 15:06:00,0
78274,UA,1437,EWR,Newark,SFO,San Francisco,2024-02-19 12:09:00,0,2024-02-19 15:39:00,0
78275,UA,766,JFK,New York,SFO,San Francisco,2024-02-19 11:53:00,0,2024-02-19 15:33:00,0
78276,OO,5427,SMF,Sacramento,SFO,San Francisco,2024-02-19 14:11:00,0,2024-02-19 14:55:00,0
78277,DL,61,SFO,San Francisco,ATL,Atlanta,2024-02-19 12:02:00,0,2024-02-19 19:10:00,0
78278,UA,1668,SFO,San Francisco,EWR,Newark,2024-02-19 12:11:00,0,2024-02-19 20:29:00,0
78279,OO,6454,RNO,Reno,SFO,San Francisco,2024-02-19 14:16:00,0,2024-02-19 15:33:00,0
78280,OO,5257,JAC,Jacksn Hole,SFO,San Francisco,2024-02-19 12:18:00,0,2024-02-19 13:58:00,0
78281,OO,5640,SBA,Santa Barbara,SFO,San Francisco,2024-02-19 15:09:00,0,2024-02-19 16:04:00,0
78282,AA,1150,LAX,Los Angeles,SFO,San Francisco,2024-02-19 12:51:00,0,2024-02-19 14:11:00,0
78283,B6,88,SFO,San Francisco,LAS,Las Vegas,2024-02-19 14:06:00,0,2024-02-19 15:33:00,0
78284,OO,5494,ASE,Aspen,SFO,San Francisco,2024-02-19 14:04:00,0,2024-02-19 15:49:00,0
78285,OO,6273,SFO,San Francisco,SLC,Salt Lake City,2024-02-19 12:40:00,0,2024-02-19 15:32:00,0
78286,OO,5260,BUR,Burbank,SFO,San Francisco,2024-02-19 14:32:00,0,2024-02-19 15:42:00,0
78287,UA,1753,SFO,San Francisco,SAN,San Diego,2024-02-19 13:13:00,0,2024-02-19 14:33:00,0
78288,UA,1175,SFO,San Francisco,ORD,Chicago,2024-02-19 12:57:00,0,2024-02-19 19:01:00,0
78289,AS,305,SFO,San Francisco,SEA,Seattle,2024-02-19 14:28:00,0,2024-02-19 16:30:00,0
78290,UA,1165,SEA,Seattle,SFO,San Francisco,2024-02-19 13:53:00,0,2024-02-19 15:48:00,0
78291,UA,678,SFO,San Francisco,DFW,Dallas-Fort Worth,2024-02-19 13:51:00,0,2024-02-19 18:56:00,0
78292,DL,2375,SFO,San Francisco,SLC,Salt Lake City,2024-02-19 14:21:00,25,2024-02-19 17:04:00,0
78293,OO,6287,SFO,San Francisco,SBA,Santa Barbara,2024-02-19 14:31:00,10,2024-02-19 15:34:00,7
78294,OO,6406,EUG,Eugene,SFO,San Francisco,2024-02-19 13:54:00,0,2024-02-19 15:18:00,0
78295,DL,469,SFO,San Francisco,JFK,New York,2024-02-19 13:38:00,40,2024-02-19 21:50:00,0
78296,WN,978,LAX,Los Angeles,SFO,San Francisco,2024-02-19 14:15:00,0,2024-02-19 15:26:00,0
78297,B6,616,SFO,San Francisco,JFK,New York,2024-02-19 13:50:00,0,2024-02-19 22:04:00,0
78298,WN,3145,SFO,San Francisco,LAS,Las Vegas,2024-02-19 15:09:00,0,2024-02-19 16:33:00,0
78299,UA,1188,SFO,San Francisco,BOS,Boston,2024-02-19 14:38:00,209,2024-02-19 23:01:00,191
78300,UA,724,HNL,Honolulu,SFO,San Francisco,2024-02-19 14:14:00,0,2024-02-19 21:00:00,0
78301,UA,1060,SFO,San Francisco,DCA,Washington,2024-02-19 13:58:00,0,2024-02-19 21:50:00,0
78302,UA,489,SFO,San Francisco,ORD,Chicago,2024-02-19 14:04:00,0,2024-02-19 20:06:00,0
78303,CY,90,SFO,San Francisco,IAD,Washington,2024-02-19 15:25:00,505,2024-02-19 23:13:00,484
78304,OO,5385,CEC,Crescent City,SFO,San Francisco,2024-02-19 15:23:00,0,2024-02-19 16:55:00,0
78305,AS,316,SEA,Seattle,SFO,San Francisco,2024-02-19 14:15:00,0,2024-02-19 16:23:00,0
78306,UA,1085,SFO,San Francisco,DEN,Denver,2024-02-19 15:16:00,0,2024-02-19 18:37:00,0
78307,OO,6409,SFO,San Francisco,PDX,Portland,2024-02-19 15:36:00,0,2024-02-19 17:26:00,0
78308,DL,1593,MSP,Minneapolis,SFO,San Francisco,2024-02-19 14:22:00,0,2024-02-19 16:10:00,0
78309,OO,6264,SFO,San Francisco,FAT,Fresno,2024-02-19 16:45:00,485,2024-02-19 17:40:00,479
78310,UA,1282,DEN,Denver,SFO,San Francisco,2024-02-19 14:48:00,20,2024-02-19 16:23:00,0
78311,UA,1285,IAD,Washington,SFO,San Francisco,2024-02-19 14:41:00,0,2024-02-19 17:45:00,0
78312,AA,221,SFO,San Francisco,DFW,Dallas-Fort Worth,2024-02-19 14:36:00,0,2024-02-19 19:47:00,0
78313,CY,913,LAS,Las Vegas,SFO,San Francisco,2024-02-19 15:11:00,0,2024-02-19 16:35:00,0
78314,HA,42,OGG,Kahului,SFO,San Francisco,2024-02-19 14:52:00,0,2024-02-19 21:55:00,0
78315,UA,1748,SFO,San Francisco,LAS,Las Vegas,2024-02-19 16:18:00,20,2024-02-19 17:41:00,0
78316,OO,5463,SFO,San Francisco,SMF,Sacramento,2024-02-19 15:54:00,0,2024-02-19 16:40:00,0
78317,UA,1203,LAX,Los Angeles,SFO,San Francisco,2024-02-19 14:58:00,0,2024-02-19 16:19:00,0
78318,UA,1493,SFO,San Francisco,RDU,Raleigh-durham,2024-02-19 15:22:00,0,2024-02-19 23:14:00,0
78319,UA,1675,SFO,San Francisco,MCO,Orlando,2024-02-19 15:23:00,0,2024-02-19 23:09:00,0
78320,UA,1743,EWR,Newark,SFO,San Francisco,2024-02-19 15:38:00,0,2024-02-19 19:04:00,0
78321,UA,318,SFO,San Francisco,DEN,Denver,2024-02-19 15:45:00,17,2024-02-19 19:11:00,0
78322,B6,1516,SFO,San Francisco,JFK,New York,2024-02-19 15:41:00,0,2024-02-20 00:00:00,0
78323,UA,1580,OGG,Kahului,SFO,San Francisco,2024-02-19 15:37:00,0,2024-02-19 22:39:00,0
78324,OO,5305,ONT,Ontario,SFO,San Francisco,2024-02-19 17:48:00,23,2024-02-19 19:29:00,0
78325,OO,6476,SFO,San Francisco,MFR,Medford,2024-02-19 16:06:00,0,2024-02-19 17:22:00,0
78326,UA,477,BOS,Boston,SFO,San Francisco,2024-02-19 16:00:00,0,2024-02-19 19:59:00,0
78327,CY,222,SFO,San Francisco,AUS,Austin,2024-02-19 16:10:00,40,2024-02-19 21:19:00,13
78328,CY,936,SFO,San Francisco,LAX,Los Angeles,2024-02-19 16:21:00,0,2024-02-19 17:34:00,0
78329,OO,5326,SFO,San Francisco,SBP,San Luis Obispo,2024-02-19 17:40:00,0,2024-02-19 18:55:00,0
78330,AA,379,SFO,San Francisco,DFW,Dallas-Fort Worth,2024-02-19 16:15:00,0,2024-02-19 21:24:00,0
78331,CY,211,ORD,Chicago,SFO,San Francisco,2024-02-19 16:16:00,390,2024-02-19 19:01:00,368
78332,OO,5260,SFO,San Francisco,TUS,Tucson,2024-02-19 17:10:00,0,2024-02-19 20:16:00,0
78333,DL,1775,ATL,Atlanta,SFO,San Francisco,2024-02-19 16:27:00,0,2024-02-19 19:05:00,0
78334,UA,1241,SFO,San Francisco,BOS,Boston,2024-02-19 16:30:00,0,2024-02-20 01:00:00,0
78335,CY,923,LAX,Los Angeles,SFO,San Francisco,2024-02-19 16:29:00,0,2024-02-19 17:30:00,0
78336,B6,415,JFK,New York,SFO,San Francisco,2024-02-19 16:42:00,0,2024-02-19 20:19:00,0
78337,OO,6410,SFO,San Francisco,BUR,Burbank,2024-02-19 19:44:00,0,2024-02-19 20:57:00,0
78338,UA,502,SFO,San Francisco,JFK,New York,2024-02-19 16:40:00,0,2024-02-20 00:42:00,0
78339,CY,592,SFO,San Francisco,PSP,Palm Springs,2024-02-19 17:28:00,0,2024-02-19 18:43:00,0
78340,US,454,SFO,San Francisco,PHX,Phoenix,2024-02-19 17:58:00,0,2024-02-19 20:50:00,0
78341,CY,720,SFO,San Francisco,DAL,Dallas,2024-02-19 17:19:00,0,2024-02-19 22:37:00,0
78342,AA,1319,SFO,San Francisco,DFW,Dallas-Fort Worth,2024-02-19 17:14:00,77,2024-02-19 22:06:00,72
78343,AS,341,PSP,Palm Springs,SFO,San Francisco,2024-02-19 18:32:00,0,2024-02-19 19:57:00,0
78344,OO,6441,SLC,Salt Lake City,SFO,San Francisco,2024-02-19 17:22:00,0,2024-02-19 18:30:00,0
78345,OO,5463,SMF,Sacramento,SFO,San Francisco,2024-02-19 17:16:00,0,2024-02-19 17:59:00,0
78346,WN,3946,SAN,San Diego,SFO,San Francisco,2024-02-19 18:54:00,0,2024-02-19 20:12:00,0
78347,UA,512,JFK,New York,SFO,San Francisco,2024-02-19 17:29:00,58,2024-02-19 21:01:00,41
78348,CY,938,SFO,San Francisco,LAX,Los Angeles,2024-02-19 19:23:00,19,2024-02-19 20:57:00,0
78349,WN,2508,LAX,Los Angeles,SFO,San Francisco,2024-02-19 17:40:00,46,2024-02-19 18:47:00,33
78350,F9,1055,PHX,Phoenix,SFO,San Francisco,2024-02-19 17:47:00,22,2024-02-19 19:00:00,0
78351,UA,569,SFO,San Francisco,MSY,New Orleans,2024-02-19 18:31:00,370,2024-02-20 00:01:00,350
78352,UA,1229,EWR,Newark,SFO,San Francisco,2024-02-19 17:32:00,46,2024-02-19 20:50:00,34
78353,OO,5418,SBP,San Luis Obispo,SFO,San Francisco,2024-02-19 19:16:00,0,2024-02-19 20:21:00,0
78354,AA,177,JFK,New York,SFO,San Francisco,2024-02-19 17:39:00,0,2024-02-19 21:27:00,0
78355,DL,1505,MSP,Minneapolis,SFO,San Francisco,2024-02-19 17:42:00,0,2024-02-19 19:54:00,0
78356,UA,1157,IAH,Houston,SFO,San Francisco,2024-02-19 17:55:00,141,2024-02-19 20:18:00,81
78357,OO,6509,SFO,San Francisco,SLC,Salt Lake City,2024-02-19 18:16:00,0,2024-02-19 20:48:00,0
78358,US,686,PHX,Phoenix,SFO,San Francisco,2024-02-19 17:56:00,5,2024-02-19 18:58:00,3
78359,UA,529,SNA,Santa Ana,SFO,San Francisco,2024-02-19 17:51:00,0,2024-02-19 19:13:00,0
78360,US,719,PHL,Philadelphia,SFO,San Francisco,2024-02-19 18:14:00,0,2024-02-19 22:19:00,0
78361,WN,110,SFO,San Francisco,LAS,Las Vegas,2024-02-19 18:01:00,150,2024-02-19 19:16:00,98
78362,AA,219,LAX,Los Angeles,SFO,San Francisco,2024-02-19 18:26:00,0,2024-02-19 19:48:00,0
78363,WN,3923,SNA,Santa Ana,SFO,San Francisco,2024-02-19 18:44:00,0,2024-02-19 19:59:00,0
78364,OO,6436,PDX,Portland,SFO,San Francisco,2024-02-19 19:08:00,0,2024-02-19 20:47:00,0
78365,CY,29,JFK,New York,SFO,San Francisco,2024-02-19 18:50:00,0,2024-02-19 22:20:00,0
